from,to,distance
134081,405661,1120.6
405661,134081,1120.6
134081,405681,1074.9
405681,134081,1074.9
134081,405711,1074.9
405711,134081,1074.9
134081,405712,1074.9
405712,134081,1074.9
134081,405721,1074.9
405721,134081,1074.9
134081,406011,1639.1
406011,134081,1639.1
134081,406021,1639.1
406021,134081,1639.1
134081,406022,1639.1
406022,134081,1639.1
134081,406081,1944.0
406081,134081,1944.0
134081,406082,1944.0
406082,134081,1944.0
134081,406091,1944.0
406091,134081,1944.0
134081,406101,1974.8
406101,134081,1974.8
134081,406121,1974.8
406121,134081,1974.8
134081,701021,1395.7
701021,134081,1395.7
134081,701051,1388.6
701051,134081,1388.6
134081,701052,1388.6
701052,134081,1388.6
134081,701111,1403.6
701111,134081,1403.6
134081,701112,1403.6
701112,134081,1403.6
134081,701113,1403.6
701113,134081,1403.6
134081,701121,1403.6
701121,134081,1403.6
134081,702011,1117.9
702011,134081,1117.9
134081,702031,1117.9
702031,134081,1117.9
134081,702041,1155.5
702041,134081,1155.5
134081,702051,1155.5
702051,134081,1155.5
134081,702052,1155.5
702052,134081,1155.5
134081,702111,1136.8
702111,134081,1136.8
134081,702112,1136.8
702112,134081,1136.8
134081,702121,1136.8
702121,134081,1136.8
134081,703021,1388.0
703021,134081,1388.0
134081,703022,1388.0
703022,134081,1388.0
134081,703031,1388.0
703031,134081,1388.0
134081,703051,1468.2
703051,134081,1468.2
134081,703052,1468.2
703052,134081,1468.2
134081,703081,1409.2
703081,134081,1409.2
134081,703082,1409.2
703082,134081,1409.2
134081,703091,1409.2
703091,134081,1409.2
134081,703111,1344.4
703111,134081,1344.4
134081,703112,1344.4
703112,134081,1344.4
134081,709011,1219.3
709011,134081,1219.3
134081,709021,1219.3
709021,134081,1219.3
134081,709051,1219.3
709051,134081,1219.3
134081,709052,1219.3
709052,134081,1219.3
134081,709061,1219.3
709061,134081,1219.3
134081,709081,1236.2
709081,134081,1236.2
134081,709082,1236.2
709082,134081,1236.2
134081,709083,1236.2
709083,134081,1236.2
134081,709101,1236.2
709101,134081,1236.2
134081,709111,1236.2
709111,134081,1236.2
134081,709112,1236.2
709112,134081,1236.2
134081,709121,1236.2
709121,134081,1236.2
134081,709651,1219.3
709651,134081,1219.3
134081,709652,1219.3
709652,134081,1219.3
134081,709661,1219.3
709661,134081,1219.3
134081,709711,1236.2
709711,134081,1236.2
134081,709712,1236.2
709712,134081,1236.2
134081,711021,1078.2
711021,134081,1078.2
134081,711022,1078.2
711022,134081,1078.2
134081,711051,1220.7
711051,134081,1220.7
134081,711052,1220.7
711052,134081,1220.7
134081,711053,1220.7
711053,134081,1220.7
134081,711081,1102.9
711081,134081,1102.9
134081,711082,1102.9
711082,134081,1102.9
134081,711111,1198.1
711111,134081,1198.1
134081,711112,1198.1
711112,134081,1198.1
134081,711113,1198.1
711113,134081,1198.1
134081,711181,1226.1
711181,134081,1226.1
134081,711182,1226.1
711182,134081,1226.1
134081,711191,1198.1
711191,134081,1198.1
134081,711651,1078.2
711651,134081,1078.2
134081,711652,1078.2
711652,134081,1078.2
134081,711653,1078.2
711653,134081,1078.2
134081,711661,1078.2
711661,134081,1078.2
134081,711681,1236.4
711681,134081,1236.4
134081,711682,1236.4
711682,134081,1236.4
134081,711711,1102.9
711711,134081,1102.9
134081,711712,1102.9
711712,134081,1102.9
134081,711713,1102.9
711713,134081,1102.9
134081,711721,1102.9
711721,134081,1102.9
134081,711751,1160.4
711751,134081,1160.4
134081,711752,1160.4
711752,134081,1160.4
134081,711753,1160.4
711753,134081,1160.4
134081,711754,1160.4
711754,134081,1160.4
134081,711801,1204.7
711801,134081,1204.7
134081,711811,1204.7
711811,134081,1204.7
134081,711812,1204.7
711812,134081,1204.7
134111,134111,0.0
134111,134112,0.0
134112,134111,0.0
134111,140031,549.5
140031,134111,549.5
134111,140041,534.0
140041,134111,534.0
134111,140051,534.0
140051,134111,534.0
134111,140111,567.1
140111,134111,567.1
134111,140121,567.1
140121,134111,567.1
134111,159051,1236.3
159051,134111,1236.3
134111,159052,1236.3
159052,134111,1236.3
134111,159082,1236.3
159082,134111,1236.3
134111,159111,1282.0
159111,134111,1282.0
134111,159112,1282.0
159112,134111,1282.0
134111,159651,1194.3
159651,134111,1194.3
134111,159652,1194.3
159652,134111,1194.3
134111,159711,1236.3
159711,134111,1236.3
134111,159712,1194.3
159712,134111,1194.3
134111,159713,1245.4
159713,134111,1245.4
134111,405021,1118.8
405021,134111,1118.8
134111,405022,1118.8
405022,134111,1118.8
134111,405031,1111.3
405031,134111,1111.3
134111,405032,1111.3
405032,134111,1111.3
134111,405041,1057.5
405041,134111,1057.5
134111,405051,1057.5
405051,134111,1057.5
134111,405071,1127.3
405071,134111,1127.3
134111,405081,1127.3
405081,134111,1127.3
134111,405082,1127.3
405082,134111,1127.3
134111,405091,1133.0
405091,134111,1133.0
134111,405101,1133.0
405101,134111,1133.0
134111,405111,1133.0
405111,134111,1133.0
134111,405421,1057.5
405421,134111,1057.5
134111,405651,1103.1
405651,134111,1103.1
134111,405661,1103.1
405661,134111,1103.1
134111,405681,1057.5
405681,134111,1057.5
134111,405711,1057.5
405711,134111,1057.5
134111,405712,1057.5
405712,134111,1057.5
134111,405721,1057.5
405721,134111,1057.5
134111,406011,1621.7
406011,134111,1621.7
134111,406021,1621.7
406021,134111,1621.7
134111,406022,1621.7
406022,134111,1621.7
134111,406081,1926.6
406081,134111,1926.6
134111,406082,1926.6
406082,134111,1926.6
134111,406091,1926.6
406091,134111,1926.6
134111,406101,1957.4
406101,134111,1957.4
134111,406121,1957.4
406121,134111,1957.4
134111,701021,1409.5
701021,134111,1409.5
134111,701051,1402.4
701051,134111,1402.4
134111,701052,1402.4
701052,134111,1402.4
134111,701111,1417.4
701111,134111,1417.4
134111,701112,1417.4
701112,134111,1417.4
134111,701113,1417.4
701113,134111,1417.4
134111,701121,1417.4
701121,134111,1417.4
134111,702011,1131.7
702011,134111,1131.7
134111,702031,1131.7
702031,134111,1131.7
134111,702041,1169.3
702041,134111,1169.3
134111,702051,1169.3
702051,134111,1169.3
134111,702052,1169.3
702052,134111,1169.3
134111,702111,1150.6
702111,134111,1150.6
134111,702112,1150.6
702112,134111,1150.6
134111,702121,1150.6
702121,134111,1150.6
134111,703021,1401.8
703021,134111,1401.8
134111,703022,1401.8
703022,134111,1401.8
134111,703031,1401.8
703031,134111,1401.8
134111,703051,1482.0
703051,134111,1482.0
134111,703052,1482.0
703052,134111,1482.0
134111,703081,1423.0
703081,134111,1423.0
134111,703082,1423.0
703082,134111,1423.0
134111,703091,1423.0
703091,134111,1423.0
134111,703111,1358.2
703111,134111,1358.2
134111,703112,1358.2
703112,134111,1358.2
134111,709011,1233.1
709011,134111,1233.1
134111,709021,1233.1
709021,134111,1233.1
134111,709051,1233.1
709051,134111,1233.1
134111,709052,1233.1
709052,134111,1233.1
134111,709061,1233.1
709061,134111,1233.1
134111,709081,1250.0
709081,134111,1250.0
134111,709082,1250.0
709082,134111,1250.0
134111,709083,1250.0
709083,134111,1250.0
134111,709101,1250.0
709101,134111,1250.0
134111,709111,1250.0
709111,134111,1250.0
134111,709112,1250.0
709112,134111,1250.0
134111,709121,1250.0
709121,134111,1250.0
134111,709651,1233.1
709651,134111,1233.1
134111,709652,1233.1
709652,134111,1233.1
134111,709661,1233.1
709661,134111,1233.1
134111,709711,1250.0
709711,134111,1250.0
134111,709712,1250.0
709712,134111,1250.0
134111,711021,1091.9
711021,134111,1091.9
134111,711022,1091.9
711022,134111,1091.9
134111,711051,1234.5
711051,134111,1234.5
134111,711052,1234.5
711052,134111,1234.5
134111,711053,1234.5
711053,134111,1234.5
134111,711081,1116.7
711081,134111,1116.7
134111,711082,1116.7
711082,134111,1116.7
134111,711111,1211.9
711111,134111,1211.9
134111,711112,1211.9
711112,134111,1211.9
134111,711113,1211.9
711113,134111,1211.9
134111,711181,1239.9
711181,134111,1239.9
134111,711182,1239.9
711182,134111,1239.9
134111,711191,1211.9
711191,134111,1211.9
134111,711651,1091.9
711651,134111,1091.9
134111,711652,1091.9
711652,134111,1091.9
134111,711653,1091.9
711653,134111,1091.9
134111,711661,1091.9
711661,134111,1091.9
134111,711681,1250.2
711681,134111,1250.2
134111,711682,1250.2
711682,134111,1250.2
134111,711711,1116.7
711711,134111,1116.7
134111,711712,1116.7
711712,134111,1116.7
134111,711713,1116.7
711713,134111,1116.7
134111,711721,1116.7
711721,134111,1116.7
134111,711751,1174.2
711751,134111,1174.2
134111,711752,1174.2
711752,134111,1174.2
134111,711753,1174.2
711753,134111,1174.2
134111,711754,1174.2
711754,134111,1174.2
134111,711801,1218.5
711801,134111,1218.5
134111,711811,1218.5
711811,134111,1218.5
134111,711812,1218.5
711812,134111,1218.5
134112,134112,0.0
134112,140031,549.5
140031,134112,549.5
134112,140041,534.0
140041,134112,534.0
134112,140051,534.0
140051,134112,534.0
134112,140111,567.1
140111,134112,567.1
134112,140121,567.1
140121,134112,567.1
134112,159051,1236.3
159051,134112,1236.3
134112,159052,1236.3
159052,134112,1236.3
134112,159082,1236.3
159082,134112,1236.3
134112,159111,1282.0
159111,134112,1282.0
134112,159112,1282.0
159112,134112,1282.0
134112,159651,1194.3
159651,134112,1194.3
134112,159652,1194.3
159652,134112,1194.3
134112,159711,1236.3
159711,134112,1236.3
134112,159712,1194.3
159712,134112,1194.3
134112,159713,1245.4
159713,134112,1245.4
134112,405021,1118.8
405021,134112,1118.8
134112,405022,1118.8
405022,134112,1118.8
134112,405031,1111.3
405031,134112,1111.3
134112,405032,1111.3
405032,134112,1111.3
134112,405041,1057.5
405041,134112,1057.5
134112,405051,1057.5
405051,134112,1057.5
134112,405071,1127.3
405071,134112,1127.3
134112,405081,1127.3
405081,134112,1127.3
134112,405082,1127.3
405082,134112,1127.3
134112,405091,1133.0
405091,134112,1133.0
134112,405101,1133.0
405101,134112,1133.0
134112,405111,1133.0
405111,134112,1133.0
134112,405421,1057.5
405421,134112,1057.5
134112,405651,1103.1
405651,134112,1103.1
134112,405661,1103.1
405661,134112,1103.1
134112,405681,1057.5
405681,134112,1057.5
134112,405711,1057.5
405711,134112,1057.5
134112,405712,1057.5
405712,134112,1057.5
134112,405721,1057.5
405721,134112,1057.5
134112,406011,1621.7
406011,134112,1621.7
134112,406021,1621.7
406021,134112,1621.7
134112,406022,1621.7
406022,134112,1621.7
134112,406081,1926.6
406081,134112,1926.6
134112,406082,1926.6
406082,134112,1926.6
134112,406091,1926.6
406091,134112,1926.6
134112,406101,1957.4
406101,134112,1957.4
134112,406121,1957.4
406121,134112,1957.4
134112,701021,1409.5
701021,134112,1409.5
134112,701051,1402.4
701051,134112,1402.4
134112,701052,1402.4
701052,134112,1402.4
134112,701111,1417.4
701111,134112,1417.4
134112,701112,1417.4
701112,134112,1417.4
134112,701113,1417.4
701113,134112,1417.4
134112,701121,1417.4
701121,134112,1417.4
134112,702011,1131.7
702011,134112,1131.7
134112,702031,1131.7
702031,134112,1131.7
134112,702041,1169.3
702041,134112,1169.3
134112,702051,1169.3
702051,134112,1169.3
134112,702052,1169.3
702052,134112,1169.3
134112,702111,1150.6
702111,134112,1150.6
134112,702112,1150.6
702112,134112,1150.6
134112,702121,1150.6
702121,134112,1150.6
134112,703021,1401.8
703021,134112,1401.8
134112,703022,1401.8
703022,134112,1401.8
134112,703031,1401.8
703031,134112,1401.8
134112,703051,1482.0
703051,134112,1482.0
134112,703052,1482.0
703052,134112,1482.0
134112,703081,1423.0
703081,134112,1423.0
134112,703082,1423.0
703082,134112,1423.0
134112,703091,1423.0
703091,134112,1423.0
134112,703111,1358.2
703111,134112,1358.2
134112,703112,1358.2
703112,134112,1358.2
134112,709011,1233.1
709011,134112,1233.1
134112,709021,1233.1
709021,134112,1233.1
134112,709051,1233.1
709051,134112,1233.1
134112,709052,1233.1
709052,134112,1233.1
134112,709061,1233.1
709061,134112,1233.1
134112,709081,1250.0
709081,134112,1250.0
134112,709082,1250.0
709082,134112,1250.0
134112,709083,1250.0
709083,134112,1250.0
134112,709101,1250.0
709101,134112,1250.0
134112,709111,1250.0
709111,134112,1250.0
134112,709112,1250.0
709112,134112,1250.0
134112,709121,1250.0
709121,134112,1250.0
134112,709651,1233.1
709651,134112,1233.1
134112,709652,1233.1
709652,134112,1233.1
134112,709661,1233.1
709661,134112,1233.1
134112,709711,1250.0
709711,134112,1250.0
134112,709712,1250.0
709712,134112,1250.0
134112,711021,1091.9
711021,134112,1091.9
134112,711022,1091.9
711022,134112,1091.9
134112,711051,1234.5
711051,134112,1234.5
134112,711052,1234.5
711052,134112,1234.5
134112,711053,1234.5
711053,134112,1234.5
134112,711081,1116.7
711081,134112,1116.7
134112,711082,1116.7
711082,134112,1116.7
134112,711111,1211.9
711111,134112,1211.9
134112,711112,1211.9
711112,134112,1211.9
134112,711113,1211.9
711113,134112,1211.9
134112,711181,1239.9
711181,134112,1239.9
134112,711182,1239.9
711182,134112,1239.9
134112,711191,1211.9
711191,134112,1211.9
134112,711651,1091.9
711651,134112,1091.9
134112,711652,1091.9
711652,134112,1091.9
134112,711653,1091.9
711653,134112,1091.9
134112,711661,1091.9
711661,134112,1091.9
134112,711681,1250.2
711681,134112,1250.2
134112,711682,1250.2
711682,134112,1250.2
134112,711711,1116.7
711711,134112,1116.7
134112,711712,1116.7
711712,134112,1116.7
134112,711713,1116.7
711713,134112,1116.7
134112,711721,1116.7
711721,134112,1116.7
134112,711751,1174.2
711751,134112,1174.2
134112,711752,1174.2
711752,134112,1174.2
134112,711753,1174.2
711753,134112,1174.2
134112,711754,1174.2
711754,134112,1174.2
134112,711801,1218.5
711801,134112,1218.5
134112,711811,1218.5
711811,134112,1218.5
134112,711812,1218.5
711812,134112,1218.5
140031,140031,0.0
140031,140041,26.2
140041,140031,26.2
140031,140051,26.2
140051,140031,26.2
140031,140111,17.5
140111,140031,17.5
140031,140121,17.5
140121,140031,17.5
140031,159051,728.5
159051,140031,728.5
140031,159052,728.5
159052,140031,728.5
140031,159082,728.5
159082,140031,728.5
140031,159111,774.2
159111,140031,774.2
140031,159112,774.2
159112,140031,774.2
140031,159651,686.5
159651,140031,686.5
140031,159652,686.5
159652,140031,686.5
140031,159711,728.5
159711,140031,728.5
140031,159712,686.5
159712,140031,686.5
140031,159713,737.6
159713,140031,737.6
140031,405021,1635.9
405021,140031,1635.9
140031,405022,1635.9
405022,140031,1635.9
140031,405031,1628.3
405031,140031,1628.3
140031,405032,1628.3
405032,140031,1628.3
140031,405041,1574.5
405041,140031,1574.5
140031,405051,1574.5
405051,140031,1574.5
140031,405071,1644.4
405071,140031,1644.4
140031,405081,1644.4
405081,140031,1644.4
140031,405082,1644.4
405082,140031,1644.4
140031,405091,1650.1
405091,140031,1650.1
140031,405101,1650.1
405101,140031,1650.1
140031,405111,1650.1
405111,140031,1650.1
140031,405421,1574.5
405421,140031,1574.5
140031,405651,1620.2
405651,140031,1620.2
140031,405661,1620.2
405661,140031,1620.2
140031,405681,1574.5
405681,140031,1574.5
140031,405711,1574.5
405711,140031,1574.5
140031,405712,1574.5
405712,140031,1574.5
140031,405721,1574.5
405721,140031,1574.5
140031,406011,2138.7
406011,140031,2138.7
140031,406021,2138.7
406021,140031,2138.7
140031,406022,2138.7
406022,140031,2138.7
140031,406081,2443.7
406081,140031,2443.7
140031,406082,2443.7
406082,140031,2443.7
140031,406091,2443.7
406091,140031,2443.7
140031,406101,2474.4
406101,140031,2474.4
140031,406121,2474.4
406121,140031,2474.4
140031,701021,1172.4
701021,140031,1172.4
140031,701051,1165.3
701051,140031,1165.3
140031,701052,1165.3
701052,140031,1165.3
140031,701111,1180.3
701111,140031,1180.3
140031,701112,1180.3
701112,140031,1180.3
140031,701113,1180.3
701113,140031,1180.3
140031,701121,1180.3
701121,140031,1180.3
140031,702011,894.6
702011,140031,894.6
140031,702031,894.6
702031,140031,894.6
140031,702041,932.2
702041,140031,932.2
140031,702051,932.2
702051,140031,932.2
140031,702052,932.2
702052,140031,932.2
140031,702111,913.5
702111,140031,913.5
140031,702112,913.5
702112,140031,913.5
140031,702121,913.5
702121,140031,913.5
140031,703021,1067.0
703021,140031,1067.0
140031,703022,1067.0
703022,140031,1067.0
140031,703031,1067.0
703031,140031,1067.0
140031,703051,1161.9
703051,140031,1161.9
140031,703052,1161.9
703052,140031,1161.9
140031,703081,1102.8
703081,140031,1102.8
140031,703082,1102.8
703082,140031,1102.8
140031,703091,1102.8
703091,140031,1102.8
140031,703111,1104.8
703111,140031,1104.8
140031,703112,1104.8
703112,140031,1104.8
140031,709011,1372.4
709011,140031,1372.4
140031,709021,1372.4
709021,140031,1372.4
140031,709051,1372.4
709051,140031,1372.4
140031,709052,1372.4
709052,140031,1372.4
140031,709061,1372.4
709061,140031,1372.4
140031,709081,1389.2
709081,140031,1389.2
140031,709082,1389.2
709082,140031,1389.2
140031,709083,1389.2
709083,140031,1389.2
140031,709101,1389.2
709101,140031,1389.2
140031,709111,1389.2
709111,140031,1389.2
140031,709112,1389.2
709112,140031,1389.2
140031,709121,1389.2
709121,140031,1389.2
140031,709651,1372.4
709651,140031,1372.4
140031,709652,1372.4
709652,140031,1372.4
140031,709661,1372.4
709661,140031,1372.4
140031,709711,1389.2
709711,140031,1389.2
140031,709712,1389.2
709712,140031,1389.2
140031,711021,1560.4
711021,140031,1560.4
140031,711022,1560.4
711022,140031,1560.4
140031,711051,1555.1
711051,140031,1555.1
140031,711052,1555.1
711052,140031,1555.1
140031,711053,1555.1
711053,140031,1555.1
140031,711081,1585.2
711081,140031,1585.2
140031,711082,1585.2
711082,140031,1585.2
140031,711111,1680.3
711111,140031,1680.3
140031,711112,1680.3
711112,140031,1680.3
140031,711113,1680.3
711113,140031,1680.3
140031,711181,1708.3
711181,140031,1708.3
140031,711182,1708.3
711182,140031,1708.3
140031,711191,1680.3
711191,140031,1680.3
140031,711651,1560.4
711651,140031,1560.4
140031,711652,1560.4
711652,140031,1560.4
140031,711653,1560.4
711653,140031,1560.4
140031,711661,1560.4
711661,140031,1560.4
140031,711681,1602.8
711681,140031,1602.8
140031,711682,1602.8
711682,140031,1602.8
140031,711711,1585.2
711711,140031,1585.2
140031,711712,1585.2
711712,140031,1585.2
140031,711713,1585.2
711713,140031,1585.2
140031,711721,1585.2
711721,140031,1585.2
140031,711751,1642.7
711751,140031,1642.7
140031,711752,1642.7
711752,140031,1642.7
140031,711753,1642.7
711753,140031,1642.7
140031,711754,1642.7
711754,140031,1642.7
140031,711801,1571.1
711801,140031,1571.1
140031,711811,1571.1
711811,140031,1571.1
140031,711812,1571.1
711812,140031,1571.1
140041,140041,0.0
140041,140051,0.0
140051,140041,0.0
140041,140111,33.0
140111,140041,33.0
140041,140121,33.0
140121,140041,33.0
140041,159051,744.0
159051,140041,744.0
140041,159052,744.0
159052,140041,744.0
140041,159082,744.0
159082,140041,744.0
140041,159111,789.7
159111,140041,789.7
140041,159112,789.7
159112,140041,789.7
140041,159651,702.0
159651,140041,702.0
140041,159652,702.0
159652,140041,702.0
140041,159711,744.0
159711,140041,744.0
140041,159712,702.0
159712,140041,702.0
140041,159713,753.1
159713,140041,753.1
140041,405021,1651.4
405021,140041,1651.4
140041,405022,1651.4
405022,140041,1651.4
140041,405031,1643.8
405031,140041,1643.8
140041,405032,1643.8
405032,140041,1643.8
140041,405041,1590.0
405041,140041,1590.0
140041,405051,1590.0
405051,140041,1590.0
140041,405071,1659.9
405071,140041,1659.9
140041,405081,1659.9
405081,140041,1659.9
140041,405082,1659.9
405082,140041,1659.9
140041,405091,1665.5
405091,140041,1665.5
140041,405101,1665.5
405101,140041,1665.5
140041,405111,1665.5
405111,140041,1665.5
140041,405421,1590.0
405421,140041,1590.0
140041,405651,1635.7
405651,140041,1635.7
140041,405661,1635.7
405661,140041,1635.7
140041,405681,1590.0
405681,140041,1590.0
140041,405711,1590.0
405711,140041,1590.0
140041,405712,1590.0
405712,140041,1590.0
140041,405721,1590.0
405721,140041,1590.0
140041,406011,2154.2
406011,140041,2154.2
140041,406021,2154.2
406021,140041,2154.2
140041,406022,2154.2
406022,140041,2154.2
140041,406081,2459.1
406081,140041,2459.1
140041,406082,2459.1
406082,140041,2459.1
140041,406091,2459.1
406091,140041,2459.1
140041,406101,2489.9
406101,140041,2489.9
140041,406121,2489.9
406121,140041,2489.9
140041,701021,1187.9
701021,140041,1187.9
140041,701051,1180.7
701051,140041,1180.7
140041,701052,1180.7
701052,140041,1180.7
140041,701111,1195.8
701111,140041,1195.8
140041,701112,1195.8
701112,140041,1195.8
140041,701113,1195.8
701113,140041,1195.8
140041,701121,1195.8
701121,140041,1195.8
140041,702011,910.1
702011,140041,910.1
140041,702031,910.1
702031,140041,910.1
140041,702041,947.7
702041,140041,947.7
140041,702051,947.7
702051,140041,947.7
140041,702052,947.7
702052,140041,947.7
140041,702111,929.0
702111,140041,929.0
140041,702112,929.0
702112,140041,929.0
140041,702121,929.0
702121,140041,929.0
140041,703021,1082.5
703021,140041,1082.5
140041,703022,1082.5
703022,140041,1082.5
140041,703031,1082.5
703031,140041,1082.5
140041,703051,1177.4
703051,140041,1177.4
140041,703052,1177.4
703052,140041,1177.4
140041,703081,1118.3
703081,140041,1118.3
140041,703082,1118.3
703082,140041,1118.3
140041,703091,1118.3
703091,140041,1118.3
140041,703111,1120.3
703111,140041,1120.3
140041,703112,1120.3
703112,140041,1120.3
140041,709011,1387.9
709011,140041,1387.9
140041,709021,1387.9
709021,140041,1387.9
140041,709051,1387.9
709051,140041,1387.9
140041,709052,1387.9
709052,140041,1387.9
140041,709061,1387.9
709061,140041,1387.9
140041,709081,1404.7
709081,140041,1404.7
140041,709082,1404.7
709082,140041,1404.7
140041,709083,1404.7
709083,140041,1404.7
140041,709101,1404.7
709101,140041,1404.7
140041,709111,1404.7
709111,140041,1404.7
140041,709112,1404.7
709112,140041,1404.7
140041,709121,1404.7
709121,140041,1404.7
140041,709651,1387.9
709651,140041,1387.9
140041,709652,1387.9
709652,140041,1387.9
140041,709661,1387.9
709661,140041,1387.9
140041,709711,1404.7
709711,140041,1404.7
140041,709712,1404.7
709712,140041,1404.7
140041,711021,1575.9
711021,140041,1575.9
140041,711022,1575.9
711022,140041,1575.9
140041,711051,1570.6
711051,140041,1570.6
140041,711052,1570.6
711052,140041,1570.6
140041,711053,1570.6
711053,140041,1570.6
140041,711081,1600.6
711081,140041,1600.6
140041,711082,1600.6
711082,140041,1600.6
140041,711111,1695.8
711111,140041,1695.8
140041,711112,1695.8
711112,140041,1695.8
140041,711113,1695.8
711113,140041,1695.8
140041,711181,1723.8
711181,140041,1723.8
140041,711182,1723.8
711182,140041,1723.8
140041,711191,1695.8
711191,140041,1695.8
140041,711651,1575.9
711651,140041,1575.9
140041,711652,1575.9
711652,140041,1575.9
140041,711653,1575.9
711653,140041,1575.9
140041,711661,1575.9
711661,140041,1575.9
140041,711681,1618.3
711681,140041,1618.3
140041,711682,1618.3
711682,140041,1618.3
140041,711711,1600.6
711711,140041,1600.6
140041,711712,1600.6
711712,140041,1600.6
140041,711713,1600.6
711713,140041,1600.6
140041,711721,1600.6
711721,140041,1600.6
140041,711751,1658.2
711751,140041,1658.2
140041,711752,1658.2
711752,140041,1658.2
140041,711753,1658.2
711753,140041,1658.2
140041,711754,1658.2
711754,140041,1658.2
140041,711801,1586.5
711801,140041,1586.5
140041,711811,1586.5
711811,140041,1586.5
140041,711812,1586.5
711812,140041,1586.5
140051,140051,0.0
140051,140111,33.0
140111,140051,33.0
140051,140121,33.0
140121,140051,33.0
140051,159051,744.0
159051,140051,744.0
140051,159052,744.0
159052,140051,744.0
140051,159082,744.0
159082,140051,744.0
140051,159111,789.7
159111,140051,789.7
140051,159112,789.7
159112,140051,789.7
140051,159651,702.0
159651,140051,702.0
140051,159652,702.0
159652,140051,702.0
140051,159711,744.0
159711,140051,744.0
140051,159712,702.0
159712,140051,702.0
140051,159713,753.1
159713,140051,753.1
140051,405021,1651.4
405021,140051,1651.4
140051,405022,1651.4
405022,140051,1651.4
140051,405031,1643.8
405031,140051,1643.8
140051,405032,1643.8
405032,140051,1643.8
140051,405041,1590.0
405041,140051,1590.0
140051,405051,1590.0
405051,140051,1590.0
140051,405071,1659.9
405071,140051,1659.9
140051,405081,1659.9
405081,140051,1659.9
140051,405082,1659.9
405082,140051,1659.9
140051,405091,1665.5
405091,140051,1665.5
140051,405101,1665.5
405101,140051,1665.5
140051,405111,1665.5
405111,140051,1665.5
140051,405421,1590.0
405421,140051,1590.0
140051,405651,1635.7
405651,140051,1635.7
140051,405661,1635.7
405661,140051,1635.7
140051,405681,1590.0
405681,140051,1590.0
140051,405711,1590.0
405711,140051,1590.0
140051,405712,1590.0
405712,140051,1590.0
140051,405721,1590.0
405721,140051,1590.0
140051,406011,2154.2
406011,140051,2154.2
140051,406021,2154.2
406021,140051,2154.2
140051,406022,2154.2
406022,140051,2154.2
140051,406081,2459.1
406081,140051,2459.1
140051,406082,2459.1
406082,140051,2459.1
140051,406091,2459.1
406091,140051,2459.1
140051,406101,2489.9
406101,140051,2489.9
140051,406121,2489.9
406121,140051,2489.9
140051,701021,1187.9
701021,140051,1187.9
140051,701051,1180.7
701051,140051,1180.7
140051,701052,1180.7
701052,140051,1180.7
140051,701111,1195.8
701111,140051,1195.8
140051,701112,1195.8
701112,140051,1195.8
140051,701113,1195.8
701113,140051,1195.8
140051,701121,1195.8
701121,140051,1195.8
140051,702011,910.1
702011,140051,910.1
140051,702031,910.1
702031,140051,910.1
140051,702041,947.7
702041,140051,947.7
140051,702051,947.7
702051,140051,947.7
140051,702052,947.7
702052,140051,947.7
140051,702111,929.0
702111,140051,929.0
140051,702112,929.0
702112,140051,929.0
140051,702121,929.0
702121,140051,929.0
140051,703021,1082.5
703021,140051,1082.5
140051,703022,1082.5
703022,140051,1082.5
140051,703031,1082.5
703031,140051,1082.5
140051,703051,1177.4
703051,140051,1177.4
140051,703052,1177.4
703052,140051,1177.4
140051,703081,1118.3
703081,140051,1118.3
140051,703082,1118.3
703082,140051,1118.3
140051,703091,1118.3
703091,140051,1118.3
140051,703111,1120.3
703111,140051,1120.3
140051,703112,1120.3
703112,140051,1120.3
140051,709011,1387.9
709011,140051,1387.9
140051,709021,1387.9
709021,140051,1387.9
140051,709051,1387.9
709051,140051,1387.9
140051,709052,1387.9
709052,140051,1387.9
140051,709061,1387.9
709061,140051,1387.9
140051,709081,1404.7
709081,140051,1404.7
140051,709082,1404.7
709082,140051,1404.7
140051,709083,1404.7
709083,140051,1404.7
140051,709101,1404.7
709101,140051,1404.7
140051,709111,1404.7
709111,140051,1404.7
140051,709112,1404.7
709112,140051,1404.7
140051,709121,1404.7
709121,140051,1404.7
140051,709651,1387.9
709651,140051,1387.9
140051,709652,1387.9
709652,140051,1387.9
140051,709661,1387.9
709661,140051,1387.9
140051,709711,1404.7
709711,140051,1404.7
140051,709712,1404.7
709712,140051,1404.7
140051,711021,1575.9
711021,140051,1575.9
140051,711022,1575.9
711022,140051,1575.9
140051,711051,1570.6
711051,140051,1570.6
140051,711052,1570.6
711052,140051,1570.6
140051,711053,1570.6
711053,140051,1570.6
140051,711081,1600.6
711081,140051,1600.6
140051,711082,1600.6
711082,140051,1600.6
140051,711111,1695.8
711111,140051,1695.8
140051,711112,1695.8
711112,140051,1695.8
140051,711113,1695.8
711113,140051,1695.8
140051,711181,1723.8
711181,140051,1723.8
140051,711182,1723.8
711182,140051,1723.8
140051,711191,1695.8
711191,140051,1695.8
140051,711651,1575.9
711651,140051,1575.9
140051,711652,1575.9
711652,140051,1575.9
140051,711653,1575.9
711653,140051,1575.9
140051,711661,1575.9
711661,140051,1575.9
140051,711681,1618.3
711681,140051,1618.3
140051,711682,1618.3
711682,140051,1618.3
140051,711711,1600.6
711711,140051,1600.6
140051,711712,1600.6
