from,to,distance
405041,405041,0.0
405041,405051,0.0
405051,405041,0.0
405041,405071,69.8
405071,405041,69.8
405041,405081,69.8
405081,405041,69.8
405041,405082,69.8
405082,405041,69.8
405041,405091,75.5
405091,405041,75.5
405041,405101,75.5
405101,405041,75.5
405041,405111,75.5
405111,405041,75.5
405041,405421,0.0
405421,405041,0.0
405041,405651,45.7
405651,405041,45.7
405041,405661,45.7
405661,405041,45.7
405041,405681,0.0
405681,405041,0.0
405041,405711,0.0
405711,405041,0.0
405041,405712,0.0
405712,405041,0.0
405041,405721,0.0
405721,405041,0.0
405041,406011,564.2
406011,405041,564.2
405041,406021,564.2
406021,405041,564.2
405041,406022,564.2
406022,405041,564.2
405041,406081,869.1
406081,405041,869.1
405041,406082,869.1
406082,405041,869.1
405041,406091,869.1
406091,405041,869.1
405041,406101,899.9
406101,405041,899.9
405041,406121,899.9
406121,405041,899.9
405041,701021,2459.5
701021,405041,2459.5
405041,701051,2452.3
701051,405041,2452.3
405041,701052,2452.3
701052,405041,2452.3
405041,701111,2467.4
701111,405041,2467.4
405041,701112,2467.4
701112,405041,2467.4
405041,701113,2467.4
701113,405041,2467.4
405041,701121,2467.4
701121,405041,2467.4
405041,702011,2181.7
702011,405041,2181.7
405041,702031,2181.7
702031,405041,2181.7
405041,702041,2219.3
702041,405041,2219.3
405041,702051,2219.3
702051,405041,2219.3
405041,702052,2219.3
702052,405041,2219.3
405041,702111,2200.6
702111,405041,2200.6
405041,702112,2200.6
702112,405041,2200.6
405041,702121,2200.6
702121,405041,2200.6
405041,703021,2451.8
703021,405041,2451.8
405041,703022,2451.8
703022,405041,2451.8
405041,703031,2451.8
703031,405041,2451.8
405041,703051,2532.0
703051,405041,2532.0
405041,703052,2532.0
703052,405041,2532.0
405041,703081,2472.9
703081,405041,2472.9
405041,703082,2472.9
703082,405041,2472.9
405041,703091,2472.9
703091,405041,2472.9
405041,703111,2408.2
703111,405041,2408.2
405041,703112,2408.2
703112,405041,2408.2
405041,709011,2283.1
709011,405041,2283.1
405041,709021,2283.1
709021,405041,2283.1
405041,709051,2283.1
709051,405041,2283.1
405041,709052,2283.1
709052,405041,2283.1
405041,709061,2283.1
709061,405041,2283.1
405041,709081,2299.9
709081,405041,2299.9
405041,709082,2299.9
709082,405041,2299.9
405041,709083,2299.9
709083,405041,2299.9
405041,709101,2299.9
709101,405041,2299.9
405041,709111,2299.9
709111,405041,2299.9
405041,709112,2299.9
709112,405041,2299.9
405041,709121,2299.9
709121,405041,2299.9
405041,709651,2283.1
709651,405041,2283.1
405041,709652,2283.1
709652,405041,2283.1
405041,709661,2283.1
709661,405041,2283.1
405041,709711,2299.9
709711,405041,2299.9
405041,709712,2299.9
709712,405041,2299.9
405041,711021,2077.2
711021,405041,2077.2
405041,711022,2077.2
711022,405041,2077.2
405041,711051,2170.2
711051,405041,2170.2
405041,711052,2170.2
711052,405041,2170.2
405041,711053,2170.2
711053,405041,2170.2
405041,711081,2052.4
711081,405041,2052.4
405041,711082,2052.4
711082,405041,2052.4
405041,711111,1959.1
711111,405041,1959.1
405041,711112,1959.1
711112,405041,1959.1
405041,711113,1959.1
711113,405041,1959.1
405041,711181,1987.1
711181,405041,1987.1
405041,711182,1987.1
711182,405041,1987.1
405041,711191,1959.1
711191,405041,1959.1
405041,711651,2077.2
711651,405041,2077.2
405041,711652,2077.2
711652,405041,2077.2
405041,711653,2077.2
711653,405041,2077.2
405041,711661,2077.2
711661,405041,2077.2
405041,711681,2185.9
711681,405041,2185.9
405041,711682,2185.9
711682,405041,2185.9
405041,711711,2052.4
711711,405041,2052.4
405041,711712,2052.4
711712,405041,2052.4
405041,711713,2052.4
711713,405041,2052.4
405041,711721,2052.4
711721,405041,2052.4
405041,711751,1996.5
711751,405041,1996.5
405041,711752,1996.5
711752,405041,1996.5
405041,711753,1996.5
711753,405041,1996.5
405041,711754,1996.5
711754,405041,1996.5
405041,711801,2154.2
711801,405041,2154.2
405041,711811,2154.2
711811,405041,2154.2
405041,711812,2154.2
711812,405041,2154.2
405051,405051,0.0
405051,405071,69.8
405071,405051,69.8
405051,405081,69.8
405081,405051,69.8
405051,405082,69.8
405082,405051,69.8
405051,405091,75.5
405091,405051,75.5
405051,405101,75.5
405101,405051,75.5
405051,405111,75.5
405111,405051,75.5
405051,405421,0.0
405421,405051,0.0
405051,405651,45.7
405651,405051,45.7
405051,405661,45.7
405661,405051,45.7
405051,405681,0.0
405681,405051,0.0
405051,405711,0.0
405711,405051,0.0
405051,405712,0.0
405712,405051,0.0
405051,405721,0.0
405721,405051,0.0
405051,406011,564.2
406011,405051,564.2
405051,406021,564.2
406021,405051,564.2
405051,406022,564.2
406022,405051,564.2
405051,406081,869.1
406081,405051,869.1
405051,406082,869.1
406082,405051,869.1
405051,406091,869.1
406091,405051,869.1
405051,406101,899.9
406101,405051,899.9
405051,406121,899.9
406121,405051,899.9
405051,701021,2459.5
701021,405051,2459.5
405051,701051,2452.3
701051,405051,2452.3
405051,701052,2452.3
701052,405051,2452.3
405051,701111,2467.4
701111,405051,2467.4
405051,701112,2467.4
701112,405051,2467.4
405051,701113,2467.4
701113,405051,2467.4
405051,701121,2467.4
701121,405051,2467.4
405051,702011,2181.7
702011,405051,2181.7
405051,702031,2181.7
702031,405051,2181.7
405051,702041,2219.3
702041,405051,2219.3
405051,702051,2219.3
702051,405051,2219.3
405051,702052,2219.3
702052,405051,2219.3
405051,702111,2200.6
702111,405051,2200.6
405051,702112,2200.6
702112,405051,2200.6
405051,702121,2200.6
702121,405051,2200.6
405051,703021,2451.8
703021,405051,2451.8
405051,703022,2451.8
703022,405051,2451.8
405051,703031,2451.8
703031,405051,2451.8
405051,703051,2532.0
703051,405051,2532.0
405051,703052,2532.0
703052,405051,2532.0
405051,703081,2472.9
703081,405051,2472.9
405051,703082,2472.9
703082,405051,2472.9
405051,703091,2472.9
703091,405051,2472.9
405051,703111,2408.2
703111,405051,2408.2
405051,703112,2408.2
703112,405051,2408.2
405051,709011,2283.1
709011,405051,2283.1
405051,709021,2283.1
709021,405051,2283.1
405051,709051,2283.1
709051,405051,2283.1
405051,709052,2283.1
709052,405051,2283.1
405051,709061,2283.1
709061,405051,2283.1
405051,709081,2299.9
709081,405051,2299.9
405051,709082,2299.9
709082,405051,2299.9
405051,709083,2299.9
709083,405051,2299.9
405051,709101,2299.9
709101,405051,2299.9
405051,709111,2299.9
709111,405051,2299.9
405051,709112,2299.9
709112,405051,2299.9
405051,709121,2299.9
709121,405051,2299.9
405051,709651,2283.1
709651,405051,2283.1
405051,709652,2283.1
709652,405051,2283.1
405051,709661,2283.1
709661,405051,2283.1
405051,709711,2299.9
709711,405051,2299.9
405051,709712,2299.9
709712,405051,2299.9
405051,711021,2077.2
711021,405051,2077.2
405051,711022,2077.2
711022,405051,2077.2
405051,711051,2170.2
711051,405051,2170.2
405051,711052,2170.2
711052,405051,2170.2
405051,711053,2170.2
711053,405051,2170.2
405051,711081,2052.4
711081,405051,2052.4
405051,711082,2052.4
711082,405051,2052.4
405051,711111,1959.1
711111,405051,1959.1
405051,711112,1959.1
711112,405051,1959.1
405051,711113,1959.1
711113,405051,1959.1
405051,711181,1987.1
711181,405051,1987.1
405051,711182,1987.1
711182,405051,1987.1
405051,711191,1959.1
711191,405051,1959.1
405051,711651,2077.2
711651,405051,2077.2
405051,711652,2077.2
711652,405051,2077.2
405051,711653,2077.2
711653,405051,2077.2
405051,711661,2077.2
711661,405051,2077.2
405051,711681,2185.9
711681,405051,2185.9
405051,711682,2185.9
711682,405051,2185.9
405051,711711,2052.4
711711,405051,2052.4
405051,711712,2052.4
711712,405051,2052.4
405051,711713,2052.4
711713,405051,2052.4
405051,711721,2052.4
711721,405051,2052.4
405051,711751,1996.5
711751,405051,1996.5
405051,711752,1996.5
711752,405051,1996.5
405051,711753,1996.5
711753,405051,1996.5
405051,711754,1996.5
711754,405051,1996.5
405051,711801,2154.2
711801,405051,2154.2
405051,711811,2154.2
711811,405051,2154.2
405051,711812,2154.2
711812,405051,2154.2
405071,405071,0.0
405071,405081,0.0
405081,405071,0.0
405071,405082,0.0
405082,405071,0.0
405071,405091,43.5
405091,405071,43.5
405071,405101,43.5
405101,405071,43.5
405071,405111,43.5
405111,405071,43.5
405071,405421,45.8
405421,405071,45.8
405071,405651,13.6
405651,405071,13.6
405071,405661,13.6
405661,405071,13.6
405071,405681,45.8
405681,405071,45.8
405071,405711,45.8
405711,405071,45.8
405071,405712,45.8
405712,405071,45.8
405071,405721,45.8
405721,405071,45.8
405071,406011,532.2
406011,405071,532.2
405071,406021,532.2
406021,405071,532.2
405071,406022,532.2
406022,405071,532.2
405071,406081,837.1
406081,405071,837.1
405071,406082,837.1
406082,405071,837.1
405071,406091,837.1
406091,405071,837.1
405071,406101,867.9
406101,405071,867.9
405071,406121,867.9
406121,405071,867.9
405071,701021,2505.3
701021,405071,2505.3
405071,701051,2498.2
701051,405071,2498.2
405071,701052,2498.2
701052,405071,2498.2
405071,701111,2513.2
701111,405071,2513.2
405071,701112,2513.2
701112,405071,2513.2
405071,701113,2513.2
701113,405071,2513.2
405071,701121,2513.2
701121,405071,2513.2
405071,702011,2227.5
702011,405071,2227.5
405071,702031,2227.5
702031,405071,2227.5
405071,702041,2265.1
702041,405071,2265.1
405071,702051,2265.1
702051,405071,2265.1
405071,702052,2265.1
702052,405071,2265.1
405071,702111,2246.4
702111,405071,2246.4
405071,702112,2246.4
702112,405071,2246.4
405071,702121,2246.4
702121,405071,2246.4
405071,703021,2497.6
703021,405071,2497.6
405071,703022,2497.6
703022,405071,2497.6
405071,703031,2497.6
703031,405071,2497.6
405071,703051,2577.8
703051,405071,2577.8
405071,703052,2577.8
703052,405071,2577.8
405071,703081,2518.8
703081,405071,2518.8
405071,703082,2518.8
703082,405071,2518.8
405071,703091,2518.8
703091,405071,2518.8
405071,703111,2454.0
703111,405071,2454.0
405071,703112,2454.0
703112,405071,2454.0
405071,709011,2328.9
709011,405071,2328.9
405071,709021,2328.9
709021,405071,2328.9
405071,709051,2328.9
709051,405071,2328.9
405071,709052,2328.9
709052,405071,2328.9
405071,709061,2328.9
709061,405071,2328.9
405071,709081,2345.8
709081,405071,2345.8
405071,709082,2345.8
709082,405071,2345.8
405071,709083,2345.8
709083,405071,2345.8
405071,709101,2345.8
709101,405071,2345.8
405071,709111,2345.8
709111,405071,2345.8
405071,709112,2345.8
709112,405071,2345.8
405071,709121,2345.8
709121,405071,2345.8
405071,709651,2328.9
709651,405071,2328.9
405071,709652,2328.9
709652,405071,2328.9
405071,709661,2328.9
709661,405071,2328.9
405071,709711,2345.8
709711,405071,2345.8
405071,709712,2345.8
709712,405071,2345.8
405071,711021,2123.0
711021,405071,2123.0
405071,711022,2123.0
711022,405071,2123.0
405071,711051,2216.0
711051,405071,2216.0
405071,711052,2216.0
711052,405071,2216.0
405071,711053,2216.0
711053,405071,2216.0
405071,711081,2098.2
711081,405071,2098.2
405071,711082,2098.2
711082,405071,2098.2
405071,711111,2004.9
711111,405071,2004.9
405071,711112,2004.9
711112,405071,2004.9
405071,711113,2004.9
711113,405071,2004.9
405071,711181,2032.9
711181,405071,2032.9
405071,711182,2032.9
711182,405071,2032.9
405071,711191,2004.9
711191,405071,2004.9
405071,711651,2123.0
711651,405071,2123.0
405071,711652,2123.0
711652,405071,2123.0
405071,711653,2123.0
711653,405071,2123.0
405071,711661,2123.0
711661,405071,2123.0
405071,711681,2231.7
711681,405071,2231.7
405071,711682,2231.7
711682,405071,2231.7
405071,711711,2098.2
711711,405071,2098.2
405071,711712,2098.2
711712,405071,2098.2
405071,711713,2098.2
711713,405071,2098.2
405071,711721,2098.2
711721,405071,2098.2
405071,711751,2042.3
711751,405071,2042.3
405071,711752,2042.3
711752,405071,2042.3
405071,711753,2042.3
711753,405071,2042.3
405071,711754,2042.3
711754,405071,2042.3
405071,711801,2200.0
711801,405071,2200.0
405071,711811,2200.0
711811,405071,2200.0
405071,711812,2200.0
711812,405071,2200.0
405081,405081,0.0
405081,405082,0.0
405082,405081,0.0
405081,405091,43.5
405091,405081,43.5
405081,405101,43.5
405101,405081,43.5
405081,405111,43.5
405111,405081,43.5
405081,405421,45.8
405421,405081,45.8
405081,405651,13.6
405651,405081,13.6
405081,405661,13.6
405661,405081,13.6
405081,405681,45.8
405681,405081,45.8
405081,405711,45.8
405711,405081,45.8
405081,405712,45.8
405712,405081,45.8
405081,405721,45.8
405721,405081,45.8
405081,406011,532.2
406011,405081,532.2
405081,406021,532.2
406021,405081,532.2
405081,406022,532.2
406022,405081,532.2
405081,406081,837.1
406081,405081,837.1
405081,406082,837.1
406082,405081,837.1
405081,406091,837.1
406091,405081,837.1
405081,406101,867.9
406101,405081,867.9
405081,406121,867.9
406121,405081,867.9
405081,701021,2505.3
701021,405081,2505.3
405081,701051,2498.2
701051,405081,2498.2
405081,701052,2498.2
701052,405081,2498.2
405081,701111,2513.2
701111,405081,2513.2
405081,701112,2513.2
701112,405081,2513.2
405081,701113,2513.2
701113,405081,2513.2
405081,701121,2513.2
701121,405081,2513.2
405081,702011,2227.5
702011,405081,2227.5
405081,702031,2227.5
702031,405081,2227.5
405081,702041,2265.1
702041,405081,2265.1
405081,702051,2265.1
702051,405081,2265.1
405081,702052,2265.1
702052,405081,2265.1
405081,702111,2246.4
702111,405081,2246.4
405081,702112,2246.4
702112,405081,2246.4
405081,702121,2246.4
702121,405081,2246.4
405081,703021,2497.6
703021,405081,2497.6
405081,703022,2497.6
703022,405081,2497.6
405081,703031,2497.6
703031,405081,2497.6
405081,703051,2577.8
703051,405081,2577.8
405081,703052,2577.8
703052,405081,2577.8
405081,703081,2518.8
703081,405081,2518.8
405081,703082,2518.8
703082,405081,2518.8
405081,703091,2518.8
703091,405081,2518.8
405081,703111,2454.0
703111,405081,2454.0
405081,703112,2454.0
703112,405081,2454.0
405081,709011,2328.9
709011,405081,2328.9
405081,709021,2328.9
709021,405081,2328.9
405081,709051,2328.9
709051,405081,2328.9
405081,709052,2328.9
709052,405081,2328.9
405081,709061,2328.9
709061,405081,2328.9
405081,709081,2345.8
709081,405081,2345.8
405081,709082,2345.8
709082,405081,2345.8
405081,709083,2345.8
709083,405081,2345.8
405081,709101,2345.8
709101,405081,2345.8
405081,709111,2345.8
709111,405081,2345.8
405081,709112,2345.8
709112,405081,2345.8
405081,709121,2345.8
709121,405081,2345.8
405081,709651,2328.9
709651,405081,2328.9
405081,709652,2328.9
709652,405081,2328.9
405081,709661,2328.9
709661,405081,2328.9
405081,709711,2345.8
709711,405081,2345.8
405081,709712,2345.8
709712,405081,2345.8
405081,711021,2123.0
711021,405081,2123.0
405081,711022,2123.0
711022,405081,2123.0
405081,711051,2216.0
711051,405081,2216.0
405081,711052,2216.0
711052,405081,2216.0
405081,711053,2216.0
711053,405081,2216.0
405081,711081,2098.2
711081,405081,2098.2
405081,711082,2098.2
711082,405081,2098.2
405081,711111,2004.9
711111,405081,2004.9
405081,711112,2004.9
711112,405081,2004.9
405081,711113,2004.9
711113,405081,2004.9
405081,711181,2032.9
711181,405081,2032.9
405081,711182,2032.9
711182,405081,2032.9
405081,711191,2004.9
711191,405081,2004.9
405081,711651,2123.0
711651,405081,2123.0
405081,711652,2123.0
711652,405081,2123.0
405081,711653,2123.0
711653,405081,2123.0
405081,711661,2123.0
711661,405081,2123.0
405081,711681,2231.7
711681,405081,2231.7
405081,711682,2231.7
711682,405081,2231.7
405081,711711,2098.2
711711,405081,2098.2
405081,711712,2098.2
711712,405081,2098.2
405081,711713,2098.2
711713,405081,2098.2
405081,711721,2098.2
711721,405081,2098.2
405081,711751,2042.3
711751,405081,2042.3
405081,711752,2042.3
711752,405081,2042.3
405081,711753,2042.3
711753,405081,2042.3
405081,711754,2042.3
711754,405081,2042.3
405081,711801,2200.0
711801,405081,2200.0
405081,711811,2200.0
711811,405081,2200.0
405081,711812,2200.0
711812,405081,2200.0
405082,405082,0.0
405082,405091,43.5
405091,405082,43.5
405082,405101,43.5
405101,405082,43.5
405082,405111,43.5
405111,405082,43.5
405082,405421,45.8
405421,405082,45.8
405082,405651,13.6
405651,405082,13.6
405082,405661,13.6
405661,405082,13.6
405082,405681,45.8
405681,405082,45.8
405082,405711,45.8
405711,405082,45.8
405082,405712,45.8
405712,405082,45.8
405082,405721,45.8
405721,405082,45.8
405082,406011,532.2
406011,405082,532.2
405082,406021,532.2
406021,405082,532.2
405082,406022,532.2
406022,405082,532.2
405082,406081,837.1
406081,405082,837.1
405082,406082,837.1
406082,405082,837.1
405082,406091,837.1
406091,405082,837.1
405082,406101,867.9
406101,405082,867.9
405082,406121,867.9
406121,405082,867.9
405082,701021,2505.3
701021,405082,2505.3
405082,701051,2498.2
701051,405082,2498.2
405082,701052,2498.2
701052,405082,2498.2
405082,701111,2513.2
701111,405082,2513.2
405082,701112,2513.2
701112,405082,2513.2
405082,701113,2513.2
701113,405082,2513.2
405082,701121,2513.2
701121,405082,2513.2
405082,702011,2227.5
702011,405082,2227.5
405082,702031,2227.5
702031,405082,2227.5
405082,702041,2265.1
702041,405082,2265.1
405082,702051,2265.1
702051,405082,2265.1
405082,702052,2265.1
702052,405082,2265.1
405082,702111,2246.4
702111,405082,2246.4
405082,702112,2246.4
702112,405082,2246.4
405082,702121,2246.4
702121,405082,2246.4
405082,703021,2497.6
703021,405082,2497.6
405082,703022,2497.6
703022,405082,2497.6
405082,703031,2497.6
703031,405082,2497.6
405082,703051,2577.8
703051,405082,2577.8
405082,703052,2577.8
703052,405082,2577.8
405082,703081,2518.8
703081,405082,2518.8
405082,703082,2518.8
703082,405082,2518.8
405082,703091,2518.8
703091,405082,2518.8
405082,703111,2454.0
703111,405082,2454.0
405082,703112,2454.0
703112,405082,2454.0
405082,709011,2328.9
709011,405082,2328.9
405082,709021,2328.9
709021,405082,2328.9
405082,709051,2328.9
709051,405082,2328.9
405082,709052,2328.9
709052,405082,2328.9
405082,709061,2328.9
709061,405082,2328.9
405082,709081,2345.8
709081,405082,2345.8
405082,709082,2345.8
709082,405082,2345.8
405082,709083,2345.8
709083,405082,2345.8
405082,709101,2345.8
709101,405082,2345.8
405082,709111,2345.8
709111,405082,2345.8
405082,709112,2345.8
709112,405082,2345.8
405082,709121,2345.8
709121,405082,2345.8
405082,709651,2328.9
709651,405082,2328.9
405082,709652,2328.9
709652,405082,2328.9
405082,709661,2328.9
709661,405082,2328.9
405082,709711,2345.8
709711,405082,2345.8
405082,709712,2345.8
709712,405082,2345.8
405082,711021,2123.0
711021,405082,2123.0
405082,711022,2123.0
711022,405082,2123.0
405082,711051,2216.0
711051,405082,2216.0
405082,711052,2216.0
711052,405082,2216.0
405082,711053,2216.0
711053,405082,2216.0
405082,711081,2098.2
711081,405082,2098.2
405082,711082,2098.2
711082,405082,2098.2
405082,711111,2004.9
711111,405082,2004.9
405082,711112,2004.9
711112,405082,2004.9
405082,711113,2004.9
711113,405082,2004.9
405082,711181,2032.9
711181,405082,2032.9
405082,711182,2032.9
711182,405082,2032.9
405082,711191,2004.9
711191,405082,2004.9
405082,711651,2123.0
711651,405082,2123.0
405082,711652,2123.0
711652,405082,2123.0
405082,711653,2123.0
711653,405082,2123.0
405082,711661,2123.0
711661,405082,2123.0
405082,711681,2231.7
711681,405082,2231.7
405082,711682,2231.7
711682,405082,2231.7
405082,711711,2098.2
711711,405082,2098.2
405082,711712,2098.2
711712,405082,2098.2
405082,711713,2098.2
711713,405082,2098.2
405082,711721,2098.2
711721,405082,2098.2
405082,711751,2042.3
711751,405082,2042.3
405082,711752,2042.3
711752,405082,2042.3
405082,711753,2042.3
711753,405082,2042.3
405082,711754,2042.3
711754,405082,2042.3
405082,711801,2200.0
711801,405082,2200.0
405082,711811,2200.0
711811,405082,2200.0
405082,711812,2200.0
711812,405082,2200.0
405091,405091,0.0
405091,405101,0.0
405101,405091,0.0
405091,405111,0.0
405111,405091,0.0
405091,405421,61.1
405421,405091,61.1
405091,405651,28.9
405651,405091,28.9
405091,405661,28.9
405661,405091,28.9
405091,405681,61.1
405681,405091,61.1
405091,405711,61.1
405711,405091,61.1
405091,405712,61.1
405712,405091,61.1
405091,405721,61.1
405721,405091,61.1
405091,406011,488.7
406011,405091,488.7
405091,406021,488.7
406021,405091,488.7
405091,406022,488.7
406022,405091,488.7
405091,406081,793.6
406081,405091,793.6
405091,406082,793.6
406082,405091,793.6
405091,406091,793.6
406091,405091,793.6
405091,406101,824.4
406101,405091,824.4
405091,406121,824.4
406121,405091,824.4
405091,701021,2520.6
701021,405091,2520.6
405091,701051,2513.4
701051,405091,2513.4
405091,701052,2513.4
701052,405091,2513.4
405091,701111,2528.5
701111,405091,2528.5
405091,701112,2528.5
701112,405091,2528.5
405091,701113,2528.5
701113,405091,2528.5
405091,701121,2528.5
701121,405091,2528.5
405091,702011,2242.8
702011,405091,2242.8
405091,702031,2242.8
702031,405091,2242.8
405091,702041,2280.4
702041,405091,2280.4
405091,702051,2280.4
702051,405091,2280.4
405091,702052,2280.4
702052,405091,2280.4
405091,702111,2261.6
702111,405091,2261.6
405091,702112,2261.6
702112,405091,2261.6
405091,702121,2261.6
702121,405091,2261.6
405091,703021,2512.8
703021,405091,2512.8
405091,703022,2512.8
703022,405091,2512.8
405091,703031,2512.8
703031,405091,2512.8
405091,703051,2593.1
703051,405091,2593.1
405091,703052,2593.1
703052,405091,2593.1
405091,703081,2534.0
703081,405091,2534.0
405091,703082,2534.0
703082,405091,2534.0
405091,703091,2534.0
703091,405091,2534.0
405091,703111,2469.2
703111,405091,2469.2
405091,703112,2469.2
703112,405091,2469.2
405091,709011,2344.2
709011,405091,2344.2
405091,709021,2344.2
709021,405091,2344.2
405091,709051,2344.2
709051,405091,2344.2
405091,709052,2344.2
709052,405091,2344.2
405091,709061,2344.2
709061,405091,2344.2
405091,709081,2361.0
709081,405091,2361.0
405091,709082,2361.0
709082,405091,2361.0
405091,709083,2361.0
709083,405091,2361.0
405091,709101,2361.0
709101,405091,2361.0
405091,709111,2361.0
709111,405091,2361.0
405091,709112,2361.0
709112,405091,2361.0
405091,709121,2361.0
709121,405091,2361.0
405091,709651,2344.2
709651,405091,2344.2
405091,709652,2344.2
709652,405091,2344.2
405091,709661,2344.2
709661,405091,2344.2
405091,709711,2361.0
709711,405091,2361.0
405091,709712,2361.0
709712,405091,2361.0
405091,711021,2138.3
711021,405091,2138.3
405091,711022,2138.3
711022,405091,2138.3
405091,711051,2231.2
711051,405091,2231.2
405091,711052,2231.2
711052,405091,2231.2
405091,711053,2231.2
711053,405091,2231.2
405091,711081,2113.5
711081,405091,2113.5
405091,711082,2113.5
711082,405091,2113.5
405091,711111,2020.2
711111,405091,2020.2
405091,711112,2020.2
711112,405091,2020.2
405091,711113,2020.2
711113,405091,2020.2
405091,711181,2048.2
711181,405091,2048.2
405091,711182,2048.2
711182,405091,2048.2
405091,711191,2020.2
711191,405091,2020.2
405091,711651,2138.3
711651,405091,2138.3
405091,711652,2138.3
711652,405091,2138.3
405091,711653,2138.3
711653,405091,2138.3
405091,711661,2138.3
711661,405091,2138.3
405091,711681,2247.0
711681,405091,2247.0
405091,711682,2247.0
711682,405091,2247.0
405091,711711,2113.5
711711,405091,2113.5
405091,711712,2113.5
711712,405091,2113.5
405091,711713,2113.5
711713,405091,2113.5
405091,711721,2113.5
711721,405091,2113.5
405091,711751,2057.6
711751,405091,2057.6
405091,711752,2057.6
711752,405091,2057.6
405091,711753,2057.6
711753,405091,2057.6
405091,711754,2057.6
711754,405091,2057.6
405091,711801,2215.3
711801,405091,2215.3
405091,711811,2215.3
711811,405091,2215.3
405091,711812,2215.3
711812,405091,2215.3
405101,405101,0.0
405101,405111,0.0
405111,405101,0.0
405101,405421,61.1
405421,405101,61.1
405101,405651,28.9
405651,405101,28.9
405101,405661,28.9
405661,405101,28.9
405101,405681,61.1
405681,405101,61.1
405101,405711,61.1
405711,405101,61.1
405101,405712,61.1
405712,405101,61.1
405101,405721,61.1
405721,405101,61.1
405101,406011,488.7
406011,405101,488.7
405101,406021,488.7
406021,405101,488.7
405101,406022,488.7
406022,405101,488.7
405101,406081,793.6
406081,405101,793.6
405101,406082,793.6
406082,405101,793.6
405101,406091,793.6
406091,405101,793.6
405101,406101,824.4
406101,405101,824.4
405101,406121,824.4
406121,405101,824.4
405101,701021,2520.6
701021,405101,2520.6
405101,701051,2513.4
701051,405101,2513.4
405101,701052,2513.4
701052,405101,2513.4
405101,701111,2528.5
701111,405101,2528.5
405101,701112,2528.5
701112,405101,2528.5
405101,701113,2528.5
701113,405101,2528.5
405101,701121,2528.5
701121,405101,2528.5
405101,702011,2242.8
702011,405101,2242.8
405101,702031,2242.8
702031,405101,2242.8
405101,702041,2280.4
702041,405101,2280.4
405101,702051,2280.4
702051,405101,2280.4
405101,702052,2280.4
702052,405101,2280.4
405101,702111,2261.6
702111,405101,2261.6
405101,702112,2261.6
702112,405101,2261.6
405101,702121,2261.6
702121,405101,2261.6
405101,703021,2512.8
703021,405101,2512.8
405101,703022,2512.8
703022,405101,2512.8
405101,703031,2512.8
703031,405101,2512.8
405101,703051,2593.1
703051,405101,2593.1
405101,703052,2593.1
703052,405101,2593.1
405101,703081,2534.0
703081,405101,2534.0
405101,703082,2534.0
703082,405101,2534.0
405101,703091,2534.0
703091,405101,2534.0
405101,703111,2469.2
703111,405101,2469.2
405101,703112,2469.2
703112,405101,2469.2
405101,709011,2344.2
709011,405101,2344.2
405101,709021,2344.2
709021,405101,2344.2
405101,709051,2344.2
709051,405101,2344.2
405101,709052,2344.2
709052,405101,2344.2
405101,709061,2344.2
709061,405101,2344.2
405101,709081,2361.0
709081,405101,2361.0
405101,709082,2361.0
709082,405101,2361.0
405101,709083,2361.0
709083,405101,2361.0
405101,709101,2361.0
709101,405101,2361.0
405101,709111,2361.0
709111,405101,2361.0
405101,709112,2361.0
709112,405101,2361.0
405101,709121,2361.0
709121,405101,2361.0
405101,709651,2344.2
709651,405101,2344.2
405101,709652,2344.2
709652,405101,2344.2
405101,709661,2344.2
709661,405101,2344.2
405101,709711,2361.0
709711,405101,2361.0
405101,709712,2361.0
709712,405101,2361.0
405101,711021,2138.3
711021,405101,2138.3
405101,711022,2138.3
711022,405101,2138.3
405101,711051,2231.2
711051,405101,2231.2
405101,711052,2231.2
711052,405101,2231.2
405101,711053,2231.2
711053,405101,2231.2
405101,711081,2113.5
711081,405101,2113.5
405101,711082,2113.5
711082,405101,2113.5
405101,711111,2020.2
711111,405101,2020.2
405101,711112,2020.2
711112,405101,2020.2
405101,711113,2020.2
711113,405101,2020.2
405101,711181,2048.2
711181,405101,2048.2
405101,711182,2048.2
711182,405101,2048.2
405101,711191,2020.2
711191,405101,2020.2
405101,711651,2138.3
711651,405101,2138.3
405101,711652,2138.3
711652,405101,2138.3
405101,711653,2138.3
711653,405101,2138.3
405101,711661,2138.3
711661,405101,2138.3
405101,711681,2247.0
711681,405101,2247.0
405101,711682,2247.0
711682,405101,2247.0
405101,711711,2113.5
711711,405101,2113.5
405101,711712,2113.5
711712,405101,2113.5
405101,711713,2113.5
711713,405101,2113.5
405101,711721,2113.5
711721,405101,2113.5
405101,711751,2057.6
711751,405101,2057.6
405101,711752,2057.6
711752,405101,2057.6
405101,711753,2057.6
711753,405101,2057.6
405101,711754,2057.6
711754,405101,2057.6
405101,711801,2215.3
711801,405101,2215.3
405101,711811,2215.3
711811,405101,2215.3
405101,711812,2215.3
711812,405101,2215.3
405111,405111,0.0
405111,405421,61.1
405421,405111,61.1
405111,405651,28.9
405651,405111,28.9
405111,405661,28.9
405661,405111,28.9
405111,405681,61.1
405681,405111,61.1
405111,405711,61.1
405711,405111,61.1
405111,405712,61.1
405712,405111,61.1
405111,405721,61.1
405721,405111,61.1
405111,406011,488.7
406011,405111,488.7
