from,to,from_code,to_code,from_type,to_type,from_dir,to_dir,distance
134031,712754,134.0,712.0,1.0,-1.0,1.0,1.0,1174.2
712754,134031,712.0,134.0,-1.0,1.0,1.0,1.0,1251.3
134031,710801,134.0,710.0,1.0,-1.0,1.0,-1.0,1218.5
710801,134031,710.0,134.0,-1.0,1.0,-1.0,1.0,1203.4
134031,710811,134.0,710.0,1.0,0.0,1.0,-1.0,1218.5
710811,134031,710.0,134.0,0.0,1.0,-1.0,1.0,1203.4
134031,710812,134.0,710.0,1.0,0.0,1.0,-1.0,1218.5
710812,134031,710.0,134.0,0.0,1.0,-1.0,1.0,1203.4
134041,134041,134.0,134.0,-1.0,-1.0,-1.0,-1.0,0.0
134041,134051,134.0,134.0,-1.0,0.0,-1.0,-1.0,0.0
134051,134041,134.0,134.0,0.0,-1.0,-1.0,-1.0,0.0
134041,134081,134.0,134.0,-1.0,1.0,-1.0,-1.0,0.0
134081,134041,134.0,134.0,1.0,-1.0,-1.0,-1.0,0.0
134041,134111,134.0,134.0,-1.0,0.0,-1.0,1.0,17.5
134111,134041,134.0,134.0,0.0,-1.0,1.0,-1.0,13.8
134041,134112,134.0,134.0,-1.0,0.0,-1.0,1.0,17.5
134112,134041,134.0,134.0,0.0,-1.0,1.0,-1.0,13.8
134041,140031,134.0,140.0,-1.0,1.0,-1.0,1.0,535.7
140031,134041,140.0,134.0,1.0,-1.0,1.0,-1.0,530.9
134041,140041,134.0,140.0,-1.0,-1.0,-1.0,-1.0,520.2
140041,134041,140.0,134.0,-1.0,-1.0,-1.0,-1.0,546.4
134041,140051,134.0,140.0,-1.0,0.0,-1.0,-1.0,520.2
140051,134041,140.0,134.0,0.0,-1.0,-1.0,-1.0,546.4
134041,140111,134.0,140.0,-1.0,0.0,-1.0,1.0,553.3
140111,134041,140.0,134.0,0.0,-1.0,1.0,-1.0,513.3
134041,140121,134.0,140.0,-1.0,-1.0,-1.0,1.0,553.3
140121,134041,140.0,134.0,-1.0,-1.0,1.0,-1.0,513.3
134041,159051,134.0,159.0,-1.0,0.0,-1.0,-1.0,1222.5
159051,134041,159.0,134.0,0.0,-1.0,-1.0,-1.0,1267.4
134041,159052,134.0,159.0,-1.0,0.0,-1.0,-1.0,1222.5
159052,134041,159.0,134.0,0.0,-1.0,-1.0,-1.0,1267.4
134041,159082,134.0,159.0,-1.0,1.0,-1.0,0.0,1222.5
159082,134041,159.0,134.0,1.0,-1.0,0.0,-1.0,1267.4
134041,159111,134.0,159.0,-1.0,0.0,-1.0,1.0,1268.2
159111,134041,159.0,134.0,0.0,-1.0,1.0,-1.0,1214.1
134041,159112,134.0,159.0,-1.0,0.0,-1.0,1.0,1268.2
159112,134041,159.0,134.0,0.0,-1.0,1.0,-1.0,1214.1
134041,159651,134.0,159.0,-1.0,0.0,-1.0,-1.0,1180.5
159651,134041,159.0,134.0,0.0,-1.0,-1.0,-1.0,1309.4
134041,159652,134.0,159.0,-1.0,0.0,-1.0,-1.0,1180.5
159652,134041,159.0,134.0,0.0,-1.0,-1.0,-1.0,1309.4
134041,159711,134.0,159.0,-1.0,0.0,-1.0,1.0,1222.5
159711,134041,159.0,134.0,0.0,-1.0,1.0,-1.0,1267.4
134041,159712,134.0,159.0,-1.0,0.0,-1.0,1.0,1180.5
159712,134041,159.0,134.0,0.0,-1.0,1.0,-1.0,1309.4
134041,159713,134.0,159.0,-1.0,-1.0,-1.0,1.0,1231.6
159713,134041,159.0,134.0,-1.0,-1.0,1.0,-1.0,1258.2
134041,405021,134.0,405.0,-1.0,1.0,-1.0,-1.0,1136.3
405021,134041,405.0,134.0,1.0,-1.0,-1.0,-1.0,1139.0
134041,405022,134.0,405.0,-1.0,1.0,-1.0,-1.0,1136.3
405022,134041,405.0,134.0,1.0,-1.0,-1.0,-1.0,1139.0
134041,405031,134.0,405.0,-1.0,1.0,-1.0,1.0,1128.7
405031,134041,405.0,134.0,1.0,-1.0,1.0,-1.0,1125.6
134041,405032,134.0,405.0,-1.0,1.0,-1.0,1.0,1128.7
405032,134041,405.0,134.0,1.0,-1.0,1.0,-1.0,1125.6
134041,405041,134.0,405.0,-1.0,-1.0,-1.0,-1.0,1074.9
405041,134041,405.0,134.0,-1.0,-1.0,-1.0,-1.0,1063.8
134041,405051,134.0,405.0,-1.0,0.0,-1.0,-1.0,1074.9
405051,134041,405.0,134.0,0.0,-1.0,-1.0,-1.0,1063.8
134041,405071,134.0,405.0,-1.0,0.0,-1.0,1.0,1144.8
405071,134041,405.0,134.0,0.0,-1.0,1.0,-1.0,1109.6
134041,405081,134.0,405.0,-1.0,-1.0,-1.0,1.0,1144.8
405081,134041,405.0,134.0,-1.0,-1.0,1.0,-1.0,1109.6
134041,405082,134.0,405.0,-1.0,-1.0,-1.0,1.0,1144.8
405082,134041,405.0,134.0,-1.0,-1.0,1.0,-1.0,1109.6
134041,405091,134.0,405.0,-1.0,-1.0,-1.0,1.0,1150.4
405091,134041,405.0,134.0,-1.0,-1.0,1.0,-1.0,1124.8
134041,405101,134.0,405.0,-1.0,1.0,-1.0,-1.0,1150.4
405101,134041,405.0,134.0,1.0,-1.0,-1.0,-1.0,1124.8
134041,405111,134.0,405.0,-1.0,1.0,-1.0,1.0,1150.4
405111,134041,405.0,134.0,1.0,-1.0,1.0,-1.0,1124.8
134041,405641,134.0,405.0,-1.0,-1.0,-1.0,-1.0,1120.6
405641,134041,405.0,134.0,-1.0,-1.0,-1.0,-1.0,1133.8
134041,405651,134.0,405.0,-1.0,-1.0,-1.0,-1.0,1120.6
405651,134041,405.0,134.0,-1.0,-1.0,-1.0,-1.0,1133.8
134041,405661,134.0,405.0,-1.0,0.0,-1.0,-1.0,1120.6
405661,134041,405.0,134.0,0.0,-1.0,-1.0,-1.0,1133.8
134041,405681,134.0,405.0,-1.0,1.0,-1.0,0.0,1074.9
405681,134041,405.0,134.0,1.0,-1.0,0.0,-1.0,1063.8
134041,405711,134.0,405.0,-1.0,0.0,-1.0,1.0,1074.9
405711,134041,405.0,134.0,0.0,-1.0,1.0,-1.0,1063.8
134041,405712,134.0,405.0,-1.0,0.0,-1.0,1.0,1074.9
405712,134041,405.0,134.0,0.0,-1.0,1.0,-1.0,1063.8
134041,405721,134.0,405.0,-1.0,-1.0,-1.0,1.0,1074.9
405721,134041,405.0,134.0,-1.0,-1.0,1.0,-1.0,1063.8
134041,406011,134.0,406.0,-1.0,-1.0,-1.0,-1.0,1639.1
406011,134041,406.0,134.0,-1.0,-1.0,-1.0,-1.0,1624.9
134041,406021,134.0,406.0,-1.0,0.0,-1.0,-1.0,1639.1
406021,134041,406.0,134.0,0.0,-1.0,-1.0,-1.0,1624.9
134041,406022,134.0,406.0,-1.0,0.0,-1.0,-1.0,1639.1
406022,134041,406.0,134.0,0.0,-1.0,-1.0,-1.0,1624.9
134041,406081,134.0,406.0,-1.0,0.0,-1.0,1.0,1944.0
406081,134041,406.0,134.0,0.0,-1.0,1.0,-1.0,1960.3
134041,406082,134.0,406.0,-1.0,0.0,-1.0,1.0,1944.0
406082,134041,406.0,134.0,0.0,-1.0,1.0,-1.0,1960.3
134041,406091,134.0,406.0,-1.0,-1.0,-1.0,1.0,1944.0
406091,134041,406.0,134.0,-1.0,-1.0,1.0,-1.0,1960.3
134041,406101,134.0,406.0,-1.0,1.0,-1.0,-1.0,1974.8
406101,134041,406.0,134.0,1.0,-1.0,-1.0,-1.0,1649.8
134041,406121,134.0,406.0,-1.0,1.0,-1.0,1.0,1974.8
406121,134041,406.0,134.0,1.0,-1.0,1.0,-1.0,1649.8
134041,701021,134.0,701.0,-1.0,1.0,-1.0,0.0,1395.7
701021,134041,701.0,134.0,1.0,-1.0,0.0,-1.0,1165.7
134041,701051,134.0,701.0,-1.0,0.0,-1.0,1.0,1388.6
701051,134041,701.0,134.0,0.0,-1.0,1.0,-1.0,1172.8
134041,701052,134.0,701.0,-1.0,0.0,-1.0,1.0,1388.6
701052,134041,701.0,134.0,0.0,-1.0,1.0,-1.0,1172.8
134041,701111,134.0,701.0,-1.0,-1.0,-1.0,-1.0,1403.6
701111,134041,701.0,134.0,-1.0,-1.0,-1.0,-1.0,1187.9
134041,701112,134.0,701.0,-1.0,0.0,-1.0,-1.0,1403.6
701112,134041,701.0,134.0,0.0,-1.0,-1.0,-1.0,1187.9
134041,701113,134.0,701.0,-1.0,0.0,-1.0,-1.0,1403.6
701113,134041,701.0,134.0,0.0,-1.0,-1.0,-1.0,1187.9
134041,701121,134.0,701.0,-1.0,-1.0,-1.0,-1.0,1403.6
701121,134041,701.0,134.0,-1.0,-1.0,-1.0,-1.0,1187.9
134041,702011,134.0,702.0,-1.0,1.0,-1.0,1.0,1117.9
702011,134041,702.0,134.0,1.0,-1.0,1.0,-1.0,1172.9
134041,702031,134.0,702.0,-1.0,1.0,-1.0,-1.0,1117.9
702031,134041,702.0,134.0,1.0,-1.0,-1.0,-1.0,1172.9
134041,702041,134.0,702.0,-1.0,-1.0,-1.0,1.0,1155.5
702041,134041,702.0,134.0,-1.0,-1.0,1.0,-1.0,1135.3
134041,702051,134.0,702.0,-1.0,0.0,-1.0,1.0,1155.5
702051,134041,702.0,134.0,0.0,-1.0,1.0,-1.0,1135.3
134041,702052,134.0,702.0,-1.0,0.0,-1.0,1.0,1155.5
702052,134041,702.0,134.0,0.0,-1.0,1.0,-1.0,1135.3
134041,702111,134.0,702.0,-1.0,0.0,-1.0,-1.0,1136.8
702111,134041,702.0,134.0,0.0,-1.0,-1.0,-1.0,1154.0
134041,702112,134.0,702.0,-1.0,0.0,-1.0,-1.0,1136.8
702112,134041,702.0,134.0,0.0,-1.0,-1.0,-1.0,1154.0
134041,702121,134.0,702.0,-1.0,-1.0,-1.0,-1.0,1136.8
702121,134041,702.0,134.0,-1.0,-1.0,-1.0,-1.0,1154.0
134041,703021,134.0,703.0,-1.0,0.0,-1.0,1.0,1388.0
703021,134041,703.0,134.0,0.0,-1.0,1.0,-1.0,1383.3
134041,703022,134.0,703.0,-1.0,-1.0,-1.0,1.0,1388.0
703022,134041,703.0,134.0,-1.0,-1.0,1.0,-1.0,1383.3
134041,703031,134.0,703.0,-1.0,-1.0,-1.0,1.0,1388.0
703031,134041,703.0,134.0,-1.0,-1.0,1.0,-1.0,1383.3
134041,703051,134.0,703.0,-1.0,1.0,-1.0,0.0,1468.2
703051,134041,703.0,134.0,1.0,-1.0,0.0,-1.0,1469.6
134041,703052,134.0,703.0,-1.0,1.0,-1.0,1.0,1468.2
703052,134041,703.0,134.0,1.0,-1.0,1.0,-1.0,1469.6
134041,703081,134.0,703.0,-1.0,1.0,-1.0,-1.0,1409.2
703081,134041,703.0,134.0,1.0,-1.0,-1.0,-1.0,1419.3
134041,703082,134.0,703.0,-1.0,1.0,-1.0,-1.0,1409.2
703082,134041,703.0,134.0,1.0,-1.0,-1.0,-1.0,1419.3
134041,703091,134.0,703.0,-1.0,1.0,-1.0,1.0,1409.2
703091,134041,703.0,134.0,1.0,-1.0,1.0,-1.0,1419.3
134041,703111,134.0,703.0,-1.0,-1.0,-1.0,-1.0,1344.4
703111,134041,703.0,134.0,-1.0,-1.0,-1.0,-1.0,1345.5
134041,703112,134.0,703.0,-1.0,-1.0,-1.0,-1.0,1344.4
703112,134041,703.0,134.0,-1.0,-1.0,-1.0,-1.0,1345.5
134041,709011,134.0,709.0,-1.0,1.0,-1.0,1.0,1219.3
709011,134041,709.0,134.0,1.0,-1.0,1.0,-1.0,1219.3
134041,709021,134.0,709.0,-1.0,1.0,-1.0,-1.0,1219.3
709021,134041,709.0,134.0,1.0,-1.0,-1.0,-1.0,1219.3
134041,709081,134.0,709.0,-1.0,1.0,-1.0,-1.0,1236.2
709081,134041,709.0,134.0,1.0,-1.0,-1.0,-1.0,1236.2
134041,709082,134.0,709.0,-1.0,1.0,-1.0,0.0,1236.2
709082,134041,709.0,134.0,1.0,-1.0,0.0,-1.0,1236.2
134041,709083,134.0,709.0,-1.0,1.0,-1.0,1.0,1236.2
709083,134041,709.0,134.0,1.0,-1.0,1.0,-1.0,1236.2
134041,709101,134.0,709.0,-1.0,-1.0,-1.0,-1.0,1236.2
709101,134041,709.0,134.0,-1.0,-1.0,-1.0,-1.0,1236.2
134041,709111,134.0,709.0,-1.0,0.0,-1.0,-1.0,1236.2
709111,134041,709.0,134.0,0.0,-1.0,-1.0,-1.0,1236.2
134041,709112,134.0,709.0,-1.0,0.0,-1.0,-1.0,1236.2
709112,134041,709.0,134.0,0.0,-1.0,-1.0,-1.0,1236.2
134041,709121,134.0,709.0,-1.0,-1.0,-1.0,-1.0,1236.2
709121,134041,709.0,134.0,-1.0,-1.0,-1.0,-1.0,1236.2
134041,709651,134.0,709.0,-1.0,0.0,-1.0,1.0,1219.3
709651,134041,709.0,134.0,0.0,-1.0,1.0,-1.0,1219.3
134041,709652,134.0,709.0,-1.0,0.0,-1.0,1.0,1219.3
709652,134041,709.0,134.0,0.0,-1.0,1.0,-1.0,1219.3
134041,709661,134.0,709.0,-1.0,-1.0,-1.0,1.0,1219.3
709661,134041,709.0,134.0,-1.0,-1.0,1.0,-1.0,1219.3
134041,709711,134.0,709.0,-1.0,0.0,-1.0,-1.0,1236.2
709711,134041,709.0,134.0,0.0,-1.0,-1.0,-1.0,1236.2
134041,709712,134.0,709.0,-1.0,0.0,-1.0,-1.0,1236.2
709712,134041,709.0,134.0,0.0,-1.0,-1.0,-1.0,1236.2
134041,711021,134.0,711.0,-1.0,1.0,-1.0,1.0,1078.2
711021,134041,711.0,134.0,1.0,-1.0,1.0,-1.0,1078.2
134041,711022,134.0,711.0,-1.0,1.0,-1.0,-1.0,1078.2
711022,134041,711.0,134.0,1.0,-1.0,-1.0,-1.0,1078.2
134041,710051,134.0,710.0,-1.0,0.0,-1.0,1.0,1220.7
710051,134041,710.0,134.0,0.0,-1.0,1.0,-1.0,1170.0
134041,710052,134.0,710.0,-1.0,0.0,-1.0,1.0,1220.7
710052,134041,710.0,134.0,0.0,-1.0,1.0,-1.0,1170.0
134041,710053,134.0,710.0,-1.0,0.0,-1.0,1.0,1220.7
710053,134041,710.0,134.0,0.0,-1.0,1.0,-1.0,1170.0
134041,711081,134.0,711.0,-1.0,1.0,-1.0,0.0,1102.9
711081,134041,711.0,134.0,1.0,-1.0,0.0,-1.0,1102.9
134041,712111,134.0,712.0,-1.0,-1.0,-1.0,-1.0,1198.1
712111,134041,712.0,134.0,-1.0,-1.0,-1.0,-1.0,1196.2
134041,712112,134.0,712.0,-1.0,0.0,-1.0,-1.0,1198.1
712112,134041,712.0,134.0,0.0,-1.0,-1.0,-1.0,1196.2
134041,712113,134.0,712.0,-1.0,0.0,-1.0,-1.0,1198.1
712113,134041,712.0,134.0,0.0,-1.0,-1.0,-1.0,1196.2
134041,712181,134.0,712.0,-1.0,1.0,-1.0,-1.0,1226.1
712181,134041,712.0,134.0,1.0,-1.0,-1.0,-1.0,1212.6
134041,712182,134.0,712.0,-1.0,1.0,-1.0,1.0,1226.1
712182,134041,712.0,134.0,1.0,-1.0,1.0,-1.0,1212.6
134041,711651,134.0,711.0,-1.0,0.0,-1.0,1.0,1078.2
711651,134041,711.0,134.0,0.0,-1.0,1.0,-1.0,1078.2
134041,711652,134.0,711.0,-1.0,0.0,-1.0,1.0,1078.2
711652,134041,711.0,134.0,0.0,-1.0,1.0,-1.0,1078.2
134041,711653,134.0,711.0,-1.0,0.0,-1.0,1.0,1078.2
711653,134041,711.0,134.0,0.0,-1.0,1.0,-1.0,1078.2
134041,711661,134.0,711.0,-1.0,-1.0,-1.0,1.0,1078.2
711661,134041,711.0,134.0,-1.0,-1.0,1.0,-1.0,1078.2
134041,710681,134.0,710.0,-1.0,1.0,-1.0,1.0,1236.4
710681,134041,710.0,134.0,1.0,-1.0,1.0,-1.0,1217.7
134041,710682,134.0,710.0,-1.0,1.0,-1.0,0.0,1236.4
710682,134041,710.0,134.0,1.0,-1.0,0.0,-1.0,1217.7
134041,711711,134.0,711.0,-1.0,-1.0,-1.0,-1.0,1102.9
711711,134041,711.0,134.0,-1.0,-1.0,-1.0,-1.0,1102.9
134041,711712,134.0,711.0,-1.0,0.0,-1.0,-1.0,1102.9
711712,134041,711.0,134.0,0.0,-1.0,-1.0,-1.0,1102.9
134041,711713,134.0,711.0,-1.0,0.0,-1.0,-1.0,1102.9
711713,134041,711.0,134.0,0.0,-1.0,-1.0,-1.0,1102.9
134041,711721,134.0,711.0,-1.0,-1.0,-1.0,-1.0,1102.9
711721,134041,711.0,134.0,-1.0,-1.0,-1.0,-1.0,1102.9
134041,712751,134.0,712.0,-1.0,0.0,-1.0,1.0,1160.4
712751,134041,712.0,134.0,0.0,-1.0,1.0,-1.0,1233.9
134041,712752,134.0,712.0,-1.0,0.0,-1.0,1.0,1160.4
712752,134041,712.0,134.0,0.0,-1.0,1.0,-1.0,1233.9
134041,712753,134.0,712.0,-1.0,0.0,-1.0,1.0,1160.4
712753,134041,712.0,134.0,0.0,-1.0,1.0,-1.0,1233.9
134041,712754,134.0,712.0,-1.0,-1.0,-1.0,1.0,1160.4
712754,134041,712.0,134.0,-1.0,-1.0,1.0,-1.0,1233.9
134041,710801,134.0,710.0,-1.0,-1.0,-1.0,-1.0,1204.7
710801,134041,710.0,134.0,-1.0,-1.0,-1.0,-1.0,1185.9
134041,710811,134.0,710.0,-1.0,0.0,-1.0,-1.0,1204.7
710811,134041,710.0,134.0,0.0,-1.0,-1.0,-1.0,1185.9
134041,710812,134.0,710.0,-1.0,0.0,-1.0,-1.0,1204.7
710812,134041,710.0,134.0,0.0,-1.0,-1.0,-1.0,1185.9
134051,134051,134.0,134.0,0.0,0.0,-1.0,-1.0,0.0
134051,134081,134.0,134.0,0.0,1.0,-1.0,-1.0,0.0
134081,134051,134.0,134.0,1.0,0.0,-1.0,-1.0,0.0
134051,134111,134.0,134.0,0.0,0.0,-1.0,1.0,17.5
134111,134051,134.0,134.0,0.0,0.0,1.0,-1.0,13.8
134051,134112,134.0,134.0,0.0,0.0,-1.0,1.0,17.5
134112,134051,134.0,134.0,0.0,0.0,1.0,-1.0,13.8
134051,140031,134.0,140.0,0.0,1.0,-1.0,1.0,535.7
140031,134051,140.0,134.0,1.0,0.0,1.0,-1.0,530.9
134051,140041,134.0,140.0,0.0,-1.0,-1.0,-1.0,520.2
140041,134051,140.0,134.0,-1.0,0.0,-1.0,-1.0,546.4
134051,140051,134.0,140.0,0.0,0.0,-1.0,-1.0,520.2
140051,134051,140.0,134.0,0.0,0.0,-1.0,-1.0,546.4
134051,140111,134.0,140.0,0.0,0.0,-1.0,1.0,553.3
140111,134051,140.0,134.0,0.0,0.0,1.0,-1.0,513.3
134051,140121,134.0,140.0,0.0,-1.0,-1.0,1.0,553.3
140121,134051,140.0,134.0,-1.0,0.0,1.0,-1.0,513.3
134051,159051,134.0,159.0,0.0,0.0,-1.0,-1.0,1222.5
159051,134051,159.0,134.0,0.0,0.0,-1.0,-1.0,1267.4
134051,159052,134.0,159.0,0.0,0.0,-1.0,-1.0,1222.5
159052,134051,159.0,134.0,0.0,0.0,-1.0,-1.0,1267.4
134051,159082,134.0,159.0,0.0,1.0,-1.0,0.0,1222.5
159082,134051,159.0,134.0,1.0,0.0,0.0,-1.0,1267.4
134051,159111,134.0,159.0,0.0,0.0,-1.0,1.0,1268.2
159111,134051,159.0,134.0,0.0,0.0,1.0,-1.0,1214.1
134051,159112,134.0,159.0,0.0,0.0,-1.0,1.0,1268.2
159112,134051,159.0,134.0,0.0,0.0,1.0,-1.0,1214.1
134051,159651,134.0,159.0,0.0,0.0,-1.0,-1.0,1180.5
159651,134051,159.0,134.0,0.0,0.0,-1.0,-1.0,1309.4
134051,159652,134.0,159.0,0.0,0.0,-1.0,-1.0,1180.5
159652,134051,159.0,134.0,0.0,0.0,-1.0,-1.0,1309.4
134051,159711,134.0,159.0,0.0,0.0,-1.0,1.0,1222.5
159711,134051,159.0,134.0,0.0,0.0,1.0,-1.0,1267.4
134051,159712,134.0,159.0,0.0,0.0,-1.0,1.0,1180.5
159712,134051,159.0,134.0,0.0,0.0,1.0,-1.0,1309.4
134051,159713,134.0,159.0,0.0,-1.0,-1.0,1.0,1231.6
159713,134051,159.0,134.0,-1.0,0.0,1.0,-1.0,1258.2
134051,405021,134.0,405.0,0.0,1.0,-1.0,-1.0,1136.3
405021,134051,405.0,134.0,1.0,0.0,-1.0,-1.0,1139.0
134051,405022,134.0,405.0,0.0,1.0,-1.0,-1.0,1136.3
405022,134051,405.0,134.0,1.0,0.0,-1.0,-1.0,1139.0
134051,405031,134.0,405.0,0.0,1.0,-1.0,1.0,1128.7
405031,134051,405.0,134.0,1.0,0.0,1.0,-1.0,1125.6
134051,405032,134.0,405.0,0.0,1.0,-1.0,1.0,1128.7
405032,134051,405.0,134.0,1.0,0.0,1.0,-1.0,1125.6
134051,405041,134.0,405.0,0.0,-1.0,-1.0,-1.0,1074.9
405041,134051,405.0,134.0,-1.0,0.0,-1.0,-1.0,1063.8
134051,405051,134.0,405.0,0.0,0.0,-1.0,-1.0,1074.9
405051,134051,405.0,134.0,0.0,0.0,-1.0,-1.0,1063.8
134051,405071,134.0,405.0,0.0,0.0,-1.0,1.0,1144.8
405071,134051,405.0,134.0,0.0,0.0,1.0,-1.0,1109.6
134051,405081,134.0,405.0,0.0,-1.0,-1.0,1.0,1144.8
405081,134051,405.0,134.0,-1.0,0.0,1.0,-1.0,1109.6
134051,405082,134.0,405.0,0.0,-1.0,-1.0,1.0,1144.8
405082,134051,405.0,134.0,-1.0,0.0,1.0,-1.0,1109.6
134051,405091,134.0,405.0,0.0,-1.0,-1.0,1.0,1150.4
405091,134051,405.0,134.0,-1.0,0.0,1.0,-1.0,1124.8
134051,405101,134.0,405.0,0.0,1.0,-1.0,-1.0,1150.4
405101,134051,405.0,134.0,1.0,0.0,-1.0,-1.0,1124.8
134051,405111,134.0,405.0,0.0,1.0,-1.0,1.0,1150.4
405111,134051,405.0,134.0,1.0,0.0,1.0,-1.0,1124.8
134051,405641,134.0,405.0,0.0,-1.0,-1.0,-1.0,1120.6
405641,134051,405.0,134.0,-1.0,0.0,-1.0,-1.0,1133.8
134051,405651,134.0,405.0,0.0,-1.0,-1.0,-1.0,1120.6
405651,134051,405.0,134.0,-1.0,0.0,-1.0,-1.0,1133.8
134051,405661,134.0,405.0,0.0,0.0,-1.0,-1.0,1120.6
405661,134051,405.0,134.0,0.0,0.0,-1.0,-1.0,1133.8
134051,405681,134.0,405.0,0.0,1.0,-1.0,0.0,1074.9
405681,134051,405.0,134.0,1.0,0.0,0.0,-1.0,1063.8
134051,405711,134.0,405.0,0.0,0.0,-1.0,1.0,1074.9
405711,134051,405.0,134.0,0.0,0.0,1.0,-1.0,1063.8
134051,405712,134.0,405.0,0.0,0.0,-1.0,1.0,1074.9
405712,134051,405.0,134.0,0.0,0.0,1.0,-1.0,1063.8
134051,405721,134.0,405.0,0.0,-1.0,-1.0,1.0,1074.9
405721,134051,405.0,134.0,-1.0,0.0,1.0,-1.0,1063.8
134051,406011,134.0,406.0,0.0,-1.0,-1.0,-1.0,1639.1
406011,134051,406.0,134.0,-1.0,0.0,-1.0,-1.0,1624.9
134051,406021,134.0,406.0,0.0,0.0,-1.0,-1.0,1639.1
406021,134051,406.0,134.0,0.0,0.0,-1.0,-1.0,1624.9
134051,406022,134.0,406.0,0.0,0.0,-1.0,-1.0,1639.1
406022,134051,406.0,134.0,0.0,0.0,-1.0,-1.0,1624.9
134051,406081,134.0,406.0,0.0,0.0,-1.0,1.0,1944.0
406081,134051,406.0,134.0,0.0,0.0,1.0,-1.0,1960.3
134051,406082,134.0,406.0,0.0,0.0,-1.0,1.0,1944.0
406082,134051,406.0,134.0,0.0,0.0,1.0,-1.0,1960.3
134051,406091,134.0,406.0,0.0,-1.0,-1.0,1.0,1944.0
406091,134051,406.0,134.0,-1.0,0.0,1.0,-1.0,1960.3
134051,406101,134.0,406.0,0.0,1.0,-1.0,-1.0,1974.8
406101,134051,406.0,134.0,1.0,0.0,-1.0,-1.0,1649.8
134051,406121,134.0,406.0,0.0,1.0,-1.0,1.0,1974.8
406121,134051,406.0,134.0,1.0,0.0,1.0,-1.0,1649.8
134051,701021,134.0,701.0,0.0,1.0,-1.0,0.0,1395.7
701021,134051,701.0,134.0,1.0,0.0,0.0,-1.0,1165.7
134051,701051,134.0,701.0,0.0,0.0,-1.0,1.0,1388.6
701051,134051,701.0,134.0,0.0,0.0,1.0,-1.0,1172.8
134051,701052,134.0,701.0,0.0,0.0,-1.0,1.0,1388.6
701052,134051,701.0,134.0,0.0,0.0,1.0,-1.0,1172.8
134051,701111,134.0,701.0,0.0,-1.0,-1.0,-1.0,1403.6
701111,134051,701.0,134.0,-1.0,0.0,-1.0,-1.0,1187.9
134051,701112,134.0,701.0,0.0,0.0,-1.0,-1.0,1403.6
701112,134051,701.0,134.0,0.0,0.0,-1.0,-1.0,1187.9
134051,701113,134.0,701.0,0.0,0.0,-1.0,-1.0,1403.6
701113,134051,701.0,134.0,0.0,0.0,-1.0,-1.0,1187.9
134051,701121,134.0,701.0,0.0,-1.0,-1.0,-1.0,1403.6
701121,134051,701.0,134.0,-1.0,0.0,-1.0,-1.0,1187.9
134051,702011,134.0,702.0,0.0,1.0,-1.0,1.0,1117.9
702011,134051,702.0,134.0,1.0,0.0,1.0,-1.0,1172.9
134051,702031,134.0,702.0,0.0,1.0,-1.0,-1.0,1117.9
702031,134051,702.0,134.0,1.0,0.0,-1.0,-1.0,1172.9
134051,702041,134.0,702.0,0.0,-1.0,-1.0,1.0,1155.5
702041,134051,702.0,134.0,-1.0,0.0,1.0,-1.0,1135.3
134051,702051,134.0,702.0,0.0,0.0,-1.0,1.0,1155.5
702051,134051,702.0,134.0,0.0,0.0,1.0,-1.0,1135.3
134051,702052,134.0,702.0,0.0,0.0,-1.0,1.0,1155.5
702052,134051,702.0,134.0,0.0,0.0,1.0,-1.0,1135.3
134051,702111,134.0,702.0,0.0,0.0,-1.0,-1.0,1136.8
702111,134051,702.0,134.0,0.0,0.0,-1.0,-1.0,1154.0
134051,702112,134.0,702.0,0.0,0.0,-1.0,-1.0,1136.8
702112,134051,702.0,134.0,0.0,0.0,-1.0,-1.0,1154.0
134051,702121,134.0,702.0,0.0,-1.0,-1.0,-1.0,1136.8
702121,134051,702.0,134.0,-1.0,0.0,-1.0,-1.0,1154.0
134051,703021,134.0,703.0,0.0,0.0,-1.0,1.0,1388.0
703021,134051,703.0,134.0,0.0,0.0,1.0,-1.0,1383.3
134051,703022,134.0,703.0,0.0,-1.0,-1.0,1.0,1388.0
703022,134051,703.0,134.0,-1.0,0.0,1.0,-1.0,1383.3
134051,703031,134.0,703.0,0.0,-1.0,-1.0,1.0,1388.0
703031,134051,703.0,134.0,-1.0,0.0,1.0,-1.0,1383.3
134051,703051,134.0,703.0,0.0,1.0,-1.0,0.0,1468.2
703051,134051,703.0,134.0,1.0,0.0,0.0,-1.0,1469.6
134051,703052,134.0,703.0,0.0,1.0,-1.0,1.0,1468.2
703052,134051,703.0,134.0,1.0,0.0,1.0,-1.0,1469.6
134051,703081,134.0,703.0,0.0,1.0,-1.0,-1.0,1409.2
703081,134051,703.0,134.0,1.0,0.0,-1.0,-1.0,1419.3
134051,703082,134.0,703.0,0.0,1.0,-1.0,-1.0,1409.2
703082,134051,703.0,134.0,1.0,0.0,-1.0,-1.0,1419.3
134051,703091,134.0,703.0,0.0,1.0,-1.0,1.0,1409.2
703091,134051,703.0,134.0,1.0,0.0,1.0,-1.0,1419.3
134051,703111,134.0,703.0,0.0,-1.0,-1.0,-1.0,1344.4
703111,134051,703.0,134.0,-1.0,0.0,-1.0,-1.0,1345.5
134051,703112,134.0,703.0,0.0,-1.0,-1.0,-1.0,1344.4
